english,pos,cefr,translation_tr,alt_translation_tr,disambiguation,warning
spell,noun,C1,büyü,,(a magic charm),
spell,verb,A1,harflerini söylemek (yazmak),,(to write out the letters of a word),
spelling,noun,A1,yazım (imla),,,
spend,verb,A1,harcamak,,,
spending,noun,B1,harcama,,,
sphere,noun,C1,küre,,zelfstandig naamwoord (de vorm bol) — zie ook sphere (invloedssfeer),
sphere,noun,C1,alan,,"zelfstandig naamwoord (figuurlijk domein, bv. invloedssfeer) — zie ook sphere (bolvorm)",
spice,noun,B2,baharat,,,
spicy,adjective,B1,baharatlı (acı),,,
spider,noun,A2,örümcek,,,
spill,verb,B2,dökülmek,,,
spin,verb,C1,döndürmek,,werkwoord — zie ook spin (zelfstandig naamwoord) (to turn rapidly),
spin,noun,C1,dönüş,,zelfstandig naamwoord — zie ook spin (werkwoord) (a rapid turning motion),
spine,noun,C1,omurga,,,
spirit,noun,B1,ruh,,,
spiritual,adjective,B2,ruhani (manevi),,,
spite,noun,B2,inat,kin,,
split,verb,B2,bölmek (ayırmak),,werkwoord — zie ook split (zelfstandig naamwoord) (to divide into parts),
split,noun,B2,bölünme (yarık),,zelfstandig naamwoord — zie ook split (werkwoord) (a division into parts),
spoil,verb,B2,bozmak,şımartmak,,
spoken,adjective,B1,sözlü (konuşulan),,,
spokesman,noun,B2,sözcü,,,
spokesperson,noun,B2,sözcü,,,
spokeswoman,noun,B2,sözcü,,,
sponsor,verb,B2,sponsor olmak,,werkwoord — zie ook sponsor (zelfstandig naamwoord) (to financially support an event/person),
sponsor,noun,B2,sponsor,,zelfstandig naamwoord — zie ook sponsor (werkwoord) (someone who financially supports an event/person),
sponsorship,noun,B2,sponsorluk,,,
spoon,noun,A2,kaşık,,,
sport,noun,A1,spor,,,
spot,verb,B2,fark etmek (görmek),,"werkwoord — zie ook spot (zelfstandig naamwoord) (to notice, catch sight of)",
spot,noun,B1,benek,,"zelfstandig naamwoord (vlek/stip) — zie ook spot (plek) (a small mark, or a particular place)",
spot,noun,B1,yer,,"zelfstandig naamwoord (plek/locatie, bv. ""a nice spot"") — zie ook spot (vlek) (a small mark, or a particular place)",
spotlight,noun,C1,spot ışığı,dikkat merkezi,,
spouse,noun,C1,eş,,,
spread,verb,B1,yaymak,,werkwoord — zie ook spread (zelfstandig naamwoord) (to extend over an area),
spread,noun,B2,yayılma,,zelfstandig naamwoord — zie ook spread (werkwoord) (the extending of something over an area),
spring,noun,A1,ilkbahar,yay (metal),zelfstandig naamwoord — zie ook spring (werkwoord) (the season after winter),
spring,verb,B1,sıçramak (fırlamak),,werkwoord — zie ook spring (zelfstandig naamwoord) (to jump suddenly),
spy,noun,C1,casus,,zelfstandig naamwoord — zie ook spy (werkwoord) (someone who secretly gathers information),
spy,verb,C1,casusluk yapmak,,werkwoord — zie ook spy (zelfstandig naamwoord) (to secretly gather information),
squad,noun,C1,ekip,kadro,,
square,adjective,A2,kare,,bijvoeglijk/zelfstandig naamwoord — zie ook square (meydan) (shaped with four equal sides),
square,noun,A2,meydan,,zelfstandig naamwoord (meydan) — zie ook square (kare) (an open public area in a town),
squeeze,verb,C1,sıkmak,,,
stab,verb,C1,bıçaklamak,,,
stability,noun,C1,istikrar,,,
stabilize,verb,C1,istikrar kazandırmak,,,
stable,adjective,B2,istikrarlı (sağlam),,,
stadium,noun,B1,stadyum,,,
staff,noun,B1,personel,,,
stage,verb,B2,sahneye koymak (düzenlemek),,werkwoord — zie ook stage (zelfstandig naamwoord) (to organize and carry out an event),
stage,noun,A2,sahne,,zelfstandig naamwoord (theaterpodium) — zie ook stage (fase) (a raised platform for performing),
stage,noun,B1,aşama,,zelfstandig naamwoord (fase/stadium) — zie ook stage (theaterpodium) (a raised platform for performing),
stair,noun,A2,merdiven basamağı,,,
stake,noun,C1,hisse,,zelfstandig naamwoord (financieel belang/aandeel) — zie ook stake (paal),
stake,noun,C1,kazık,,zelfstandig naamwoord (houten paal) — zie ook stake (financieel belang),
stall,noun,B2,tezgah,,,
stamp,noun,A2,pul,damga,,
stance,noun,B2,tutum,duruş,,
stand,verb,A1,ayakta durmak,,werkwoord — zie ook stand (zelfstandig naamwoord) (to be upright on one's feet),
stand,noun,B2,stant,,zelfstandig naamwoord (kraam/stalletje) — zie ook stand (standpunt) (a small structure for selling/displaying),
stand,noun,C1,tutum,,zelfstandig naamwoord (standpunt over een kwestie) — zie ook stand (kraam) (a small structure for selling/displaying),
standard,noun,B1,standart,,,
standing,adjective,C1,ayakta,kalıcı,,
star,noun,A1,yıldız,,"zelfstandig naamwoord — zie ook star (werkwoord) (a bright object in the night sky, or a famous performer)",
star,verb,A2,başrol oynamak,,werkwoord — zie ook star (zelfstandig naamwoord) (to play the lead role),
stare,verb,B2,gözünü dikip bakmak,,,
stark,adjective,C1,çarpıcı,katı,,
start,verb,A1,başlamak,,werkwoord — zie ook start (zelfstandig naamwoord) (to begin),
start,noun,A2,başlangıç,,zelfstandig naamwoord — zie ook start (werkwoord) (the beginning),
starve,verb,B2,açlıktan ölmek,,,
state,verb,B1,belirtmek (ifade etmek),,werkwoord — zie ook state (zelfstandig naamwoord) (to formally say),
state,noun,A2,devlet,,zelfstandig naamwoord (land/natie) — zie ook state (toestand) (a country or region with its own government),
state,noun,B1,hal,,zelfstandig naamwoord (toestand/gesteldheid) — zie ook state (land) (a country or region with its own government),
statement,noun,A1,açıklama (ifade),,,
station,noun,A1,istasyon,,,
statistic,noun,B1,istatistik,,,
statistical,adjective,C1,istatistiksel,,,
statue,noun,B1,heykel,,,
status,noun,B2,statü (durum),,,
stay,verb,A1,kalmak,,werkwoord — zie ook stay (zelfstandig naamwoord) (to remain in a place),
stay,noun,A2,kalış (konaklama),,zelfstandig naamwoord — zie ook stay (werkwoord) (a period spent somewhere),
steadily,adverb,B2,istikrarlı bir şekilde,,,
steady,adjective,B2,istikrarlı (sabit),,,
steal,verb,A2,çalmak (hırsızlık),,,
steam,noun,B2,buhar,,,
steel,noun,B2,çelik,,,
steep,adjective,B2,dik (sarp),,,
steer,verb,C1,yönlendirmek,direksiyon çevirmek,,
stem,noun,C1,sap,gövde,zelfstandig naamwoord — zie ook stem (werkwoord) (the main stalk of a plant),
stem,verb,C1,kaynaklanmak,,"werkwoord — zie ook stem (zelfstandig naamwoord) (to originate from, result from)",
step,noun,A2,adım,,"zelfstandig naamwoord — zie ook step (werkwoord) (a movement of the foot, or a stage in a process)",
step,verb,B2,adım atmak,,werkwoord — zie ook step (zelfstandig naamwoord) (to move by lifting and putting down the foot),
stereotype,noun,C1,klişe,basmakalıp yargı,,
stick,verb,B1,yapıştırmak (saplamak),,"werkwoord — zie ook stick (zelfstandig naamwoord) (to attach with glue, or to push into)",
stick,noun,B1,değnek (sopa),,zelfstandig naamwoord — zie ook stick (werkwoord) (a thin piece of wood),
sticky,adjective,B2,yapışkan,,,
stiff,adjective,B2,katı (sert),,,
still,adverb,A1,hâlâ,,"bijwoord — zie ook still (bijvoeglijk) (even now, up to this time)",
still,adjective,B1,hareketsiz (durgun),,bijvoeglijk naamwoord — zie ook still (bijwoord) (not moving),
stimulate,verb,B2,teşvik etmek,canlandırmak,,
stimulus,noun,C1,uyarıcı,teşvik,,
stir,verb,C1,karıştırmak,,,
stock,noun,B2,stok,,zelfstandig naamwoord (voorraad) — zie ook stock (aandeel),
stock,noun,C1,hisse senedi,,zelfstandig naamwoord (financieel aandeel) — zie ook stock (voorraad),
stomach,noun,A2,mide,,,
stone,noun,A2,taş,,,
stop,verb,A1,durmak,,werkwoord — zie ook stop (zelfstandig naamwoord) (to no longer move or continue),
stop,noun,A1,durak,,zelfstandig naamwoord — zie ook stop (werkwoord) (a place where a bus/train halts),
storage,noun,C1,depolama,,,
store,noun,A1,mağaza,,zelfstandig naamwoord — zie ook store (werkwoord) (a shop),
store,verb,B1,depolamak (saklamak),,werkwoord — zie ook store (zelfstandig naamwoord) (to keep for future use),
storm,noun,A2,fırtına,,,
story,noun,A1,hikaye,,,
stove,noun,A2,ocak (soba),,,
straight,adverb,A2,dosdoğru,düz,,
straightforward,adjective,C1,basit,dürüst,,
strain,noun,C1,gerginlik,zorlanma,,
strand,noun,C1,tel,,,
strange,adjective,A2,tuhaf (garip),,,
stranger,noun,B1,yabancı (kişi),,,
strategic,adjective,C1,stratejik,,,
strategy,noun,A2,strateji,,,
stream,noun,B2,dere (akış),,,
street,noun,A1,sokak,,,
strength,noun,B1,güç (kuvvet),,,
strengthen,verb,B2,güçlendirmek,,,
stress,noun,A2,stres,,zelfstandig naamwoord — zie ook stress (werkwoord) (mental/emotional tension),
stress,verb,B2,vurgulamak (stres yapmak),,"werkwoord — zie ook stress (zelfstandig naamwoord) (to emphasize, or to cause tension)",
stretch,verb,B2,germek (uzanmak),,"werkwoord — zie ook stretch (zelfstandig naamwoord) (to extend, make longer)",
stretch,noun,B2,gerinme (uzanma),,zelfstandig naamwoord — zie ook stretch (werkwoord) (an area/period without interruption),
strict,adjective,B2,katı (sıkı),,,
strictly,adverb,B2,kesinlikle,sıkı sıkıya,,
strike,verb,B2,vurmak (grev yapmak),,"werkwoord — zie ook strike (zelfstandig naamwoord) (to hit, or to stop working in protest)",
strike,noun,B2,grev,,zelfstandig naamwoord (arbeidersstaking) — zie ook strike (klap) (a work stoppage by employees),
strike,noun,C1,vuruş,,zelfstandig naamwoord (klap/slag) — zie ook strike (staking) (a work stoppage by employees),
striking,adjective,B2,çarpıcı,,,
string,noun,B1,ip (tel),,,
strip,noun,C1,şerit,,zelfstandig naamwoord — zie ook strip (werkwoord) (a long narrow piece),
strip,verb,C1,soymak,şeritlere ayırmak,werkwoord — zie ook strip (zelfstandig naamwoord) (to remove clothing/covering from),
strive,verb,C1,çabalamak,,,
stroke,noun,B2,inme,,zelfstandig naamwoord (medische beroerte) — zie ook stroke (slag),
stroke,noun,C1,vuruş,,"zelfstandig naamwoord (slag/beweging, bv. zwemslag) — zie ook stroke (beroerte)",
strong,adjective,A1,güçlü,,,
strongly,adverb,B1,güçlü bir şekilde,,,
structural,adjective,C1,yapısal,,,
structure,noun,A2,yapı,,zelfstandig naamwoord — zie ook structure (werkwoord) (the way parts are organized/built),
structure,verb,B2,yapılandırmak,,werkwoord — zie ook structure (zelfstandig naamwoord) (to organize the parts of),
struggle,verb,B2,mücadele etmek,,werkwoord — zie ook struggle (zelfstandig naamwoord) (to fight/try hard against difficulty),
struggle,noun,B2,mücadele,,zelfstandig naamwoord — zie ook struggle (werkwoord) (a hard fight/effort),
student,noun,A1,öğrenci,,,
studio,noun,B1,stüdyo,,,
study,noun,A1,çalışma (araştırma),,"zelfstandig naamwoord — zie ook study (werkwoord) (the act of learning, or a piece of research)",
study,verb,A1,çalışmak (öğrenmek),,werkwoord — zie ook study (zelfstandig naamwoord) (to learn by reading/researching),
stuff,noun,B1,eşya (şeyler),,"zelfstandig naamwoord — zie ook stuff (werkwoord) (things, belongings)",
stuff,verb,B2,doldurmak (tıka basa),,werkwoord — zie ook stuff (zelfstandig naamwoord) (to fill tightly),
stumble,verb,C1,tökezlemek,,,
stun,verb,C1,şaşkına çevirmek,sersemletmek,,
stunning,adjective,B2,çarpıcı,muhteşem,,
stupid,adjective,A2,aptal,,,kan als belediging worden opgevat
style,noun,A1,stil (tarz),,,
subject,noun,A1,konu,,zelfstandig naamwoord (schoolvak/onderwerp) — zie ook subject (grammaticaal onderwerp),
subject,noun,B2,özne,,zelfstandig naamwoord (grammaticaal onderwerp van een zin) — zie ook subject (schoolvak),
submission,noun,C1,gönderim,teslimiyet,,
submit,verb,B2,göndermek,,werkwoord (een document indienen/versturen) — zie ook submit (zich onderwerpen),
submit,verb,C1,boyun eğmek,,werkwoord (zich onderwerpen aan gezag) — zie ook submit (indienen),
subscriber,noun,C1,abone,,,
subscription,noun,C1,abonelik,,,
subsequent,adjective,B2,sonraki,,,
subsequently,adverb,B2,daha sonra,,,
subsidy,noun,C1,sübvansiyon,destek,,
substance,noun,B1,madde (özdek),,,
substantial,adjective,C1,önemli,büyük,,
substantially,adverb,C1,önemli ölçüde,,,
substitute,noun,C1,yedek,vekil,zelfstandig naamwoord — zie ook substitute (werkwoord) (a replacement),
substitute,verb,C1,yerine koymak,,werkwoord — zie ook substitute (zelfstandig naamwoord) (to use in place of something else),
substitution,noun,C1,değişim,yerine koyma,,
subtle,adjective,C1,ince,,,
suburb,noun,B2,banliyö,,,
suburban,adjective,C1,banliyöye ait,,,
subway,noun,A2,metro,,,
succeed,verb,A2,başarmak,,,
success,noun,A1,başarı,,,
successful,adjective,A2,başarılı,,,
successfully,adverb,B1,başarıyla,,,
succession,noun,C1,ardıllık,veraset,,
successive,adjective,C1,ardışık,,,
successor,noun,C1,halef,,,
such,determiner,A2,böyle (bu gibi),,,
suck,verb,C1,emmek,,,informeel (bijv. 'this sucks')
sudden,adjective,B1,ani,,,
suddenly,adverb,A2,aniden,,,
sue,verb,C1,dava açmak,,,
suffer,verb,B1,acı çekmek,,,
suffering,noun,B2,acı çekme,,,
sufficient,adjective,B2,yeterli,,,
sufficiently,adverb,B2,yeterince,,,
sugar,noun,A1,şeker,,,
suggest,verb,A2,önermek,,,
suggestion,noun,A2,öneri,,,
suicide,noun,C1,intihar,,,gevoelig onderwerp
suit,noun,A2,takım elbise,,zelfstandig naamwoord — zie ook suit (werkwoord) (a matching jacket and trousers),
suit,verb,B1,uymak (yakışmak),,werkwoord — zie ook suit (zelfstandig naamwoord) (to be convenient/appropriate for),
suitable,adjective,B1,uygun,,,
suite,noun,C1,süit,takım,,
sum,noun,B2,toplam,,,
summarize,verb,B1,özetlemek,,,
summary,noun,B1,özet,,,
summer,noun,A1,yaz,,,
summit,noun,C1,zirve,doruk,,
sun,noun,A1,güneş,,,
super,adjective,B2,harika,süper,,informeel
superb,adjective,C1,mükemmel,,,
superintendent,noun,C1,müfettiş,yönetici,,
superior,adjective,C1,üstün,,,
supermarket,noun,A1,süpermarket,,,
supervise,verb,C1,denetlemek,,,
supervision,noun,C1,denetim,gözetim,,
supervisor,noun,C1,denetçi,amir,,
supplement,noun,C1,takviye,ek,zelfstandig naamwoord — zie ook supplement (werkwoord) (something added to complete/improve),
supplement,verb,C1,tamamlamak,,werkwoord — zie ook supplement (zelfstandig naamwoord) (to add to in order to complete/improve),
supply,noun,B1,arz (tedarik),,zelfstandig naamwoord — zie ook supply (werkwoord) (an amount available for use),
supply,verb,B1,tedarik etmek,,werkwoord — zie ook supply (zelfstandig naamwoord) (to provide),
support,verb,A2,desteklemek,,"werkwoord — zie ook support (zelfstandig naamwoord) (to help, back)",
support,noun,A2,destek,,"zelfstandig naamwoord — zie ook support (werkwoord) (help, backing)",
supporter,noun,B1,destekçi,,,
supportive,adjective,C1,destekleyici,,,
suppose,verb,A2,sanmak (varsaymak),,,
supposedly,adverb,C1,güya,sözde,,
suppress,verb,C1,bastırmak,,,
supreme,adjective,C1,en yüksek,yüce,,
sure,adjective,A1,emin,,,
surely,adverb,B1,kesinlikle (eminim ki),,,
surface,noun,B1,yüzey,,,
surge,noun,C1,ani artış,,zelfstandig naamwoord — zie ook surge (werkwoord) (a sudden strong increase),
surge,verb,C1,aniden artmak,,werkwoord — zie ook surge (zelfstandig naamwoord) (to increase suddenly and strongly),
surgeon,noun,B2,cerrah,,,
surgery,noun,B2,ameliyat,,,
surgical,adjective,C1,cerrahi,,,
surplus,noun,C1,fazlalık,,,
surprise,noun,A2,sürpriz,,zelfstandig naamwoord — zie ook surprise (werkwoord) (an unexpected event/feeling),
surprise,verb,A2,şaşırtmak,,werkwoord — zie ook surprise (zelfstandig naamwoord) (to cause an unexpected feeling),
surprised,adjective,A2,şaşırmış,,,
surprising,adjective,A2,şaşırtıcı,,,
surrender,verb,C1,teslim olmak,,,
surround,verb,B2,çevrelemek (sarmak),,,
surrounding,adjective,B2,çevredeki,,,
surveillance,noun,C1,gözetim,,,
survey,noun,A2,anket,,zelfstandig naamwoord — zie ook survey (werkwoord) (a study collecting opinions/data),
survey,verb,B2,anket yapmak (incelemek),,"werkwoord — zie ook survey (zelfstandig naamwoord) (to collect opinions/data, or examine)",
survival,noun,B2,hayatta kalma,,,
survive,verb,B1,hayatta kalmak,,,
survivor,noun,B2,hayatta kalan,,,
suspect,verb,B2,şüphelenmek,,"werkwoord — zie ook suspect (zelfstandig naamwoord) (to believe someone has done something, without proof)",
suspect,noun,B2,şüpheli (kişi),,zelfstandig naamwoord — zie ook suspect (werkwoord) (someone thought to have done a crime),
suspend,verb,B2,askıya almak,,,
suspension,noun,C1,askıya alma,,,
suspicion,noun,C1,şüphe,,,
suspicious,adjective,C1,şüpheli,,,
sustain,verb,C1,sürdürmek,,,
sustainable,adjective,B2,sürdürülebilir,,,
swallow,verb,B2,yutmak,,,
swear,verb,B2,küfretmek,yemin etmek,,
sweater,noun,A1,kazak,,,
sweep,verb,B2,süpürmek,,,
sweet,adjective,A2,tatlı,,,
swim,verb,A1,yüzmek,,,
swimming,noun,A1,yüzme,,,
swing,verb,C1,sallanmak,,werkwoord — zie ook swing (zelfstandig naamwoord) (to move back and forth),
swing,noun,C1,salıncak,,zelfstandig naamwoord (speeltuinschommel) — zie ook swing (schommeling) (a seat that moves back and forth),
swing,noun,C1,dalgalanma,,"zelfstandig naamwoord (schommeling, bv. stemmingswisseling) — zie ook swing (speeltoestel) (a seat that moves back and forth)",
switch,verb,B1,değiştirmek (geçiş yapmak),,werkwoord — zie ook switch (zelfstandig naamwoord) (to change from one thing to another),
switch,noun,B2,anahtar (elektrik düğmesi),,zelfstandig naamwoord — zie ook switch (werkwoord) (a device that turns something on/off),
sword,noun,C1,kılıç,,,
symbol,noun,A2,sembol,,,
symbolic,adjective,C1,sembolik,,,
sympathetic,adjective,B2,şefkatli,anlayışlı,,
sympathy,noun,B2,sempati (anlayış),,,
symptom,noun,B1,belirti,,, 
syndrome,noun,C1,sendrom,,,
synthesis,noun,C1,sentez,,,
system,noun,A2,sistem,,,
systematic,adjective,C1,sistematik,,,
table,noun,A1,masa,,,
tablet,noun,A2,tablet,,,
tackle,noun,C1,müdahale (spor),,"zelfstandig naamwoord — zie ook tackle (werkwoord) (the equipment used, or a challenging move in sport)",
tackle,verb,B2,ele almak,,werkwoord (een probleem aanpakken) — zie ook tackle (sporttackle) (to try to deal with a difficult problem),
tackle,verb,C1,müdahale etmek,,"werkwoord (fysiek tackelen, sport) — zie ook tackle (een probleem aanpakken) (to try to deal with a difficult problem)",
tactic,noun,C1,taktik,,,
tactical,adjective,C1,taktiksel,,,
tag,noun,B2,etiket,,zelfstandig naamwoord — zie ook tag (werkwoord) (a small label),
tag,verb,B2,etiketlemek,,werkwoord — zie ook tag (zelfstandig naamwoord) (to attach a label to),
tail,noun,B1,kuyruk,,,
take,verb,A1,almak (götürmek),,,
tale,noun,B2,masal (hikaye),,,
talent,noun,B1,yetenek,,,
talented,adjective,B1,yetenekli,,,
talk,verb,A1,konuşmak,,werkwoord — zie ook talk (zelfstandig naamwoord) (to speak),
talk,noun,A2,konuşma (sohbet),,"zelfstandig naamwoord — zie ook talk (werkwoord) (a conversation, or a speech)",
tall,adjective,A1,uzun boylu,,,
tank,noun,B2,tank,,zelfstandig naamwoord (militair gevechtsvoertuig) — zie ook tank (opslagtank),
tank,noun,B2,depo,,zelfstandig naamwoord (opslagtank/reservoir) — zie ook tank (gevechtsvoertuig),
tap,verb,B2,hafifçe vurmak,,werkwoord (licht aantikken) — zie ook tap (op scherm tikken) (to hit lightly),
tap,verb,B2,dokunmak,,werkwoord (op een scherm tikken) — zie ook tap (licht aantikken) (to hit lightly),
tap,noun,B2,musluk,,zelfstandig naamwoord (waterkraan) — zie ook tap (tikje) (a device for controlling water flow),
tap,noun,C1,hafif vuruş,,zelfstandig naamwoord (licht tikje) — zie ook tap (waterkraan) (a device for controlling water flow),
tape,noun,B1,bant,,,
target,noun,A2,hedef,,zelfstandig naamwoord — zie ook target (werkwoord) (the thing aimed at),
target,verb,B2,hedeflemek,,werkwoord — zie ook target (zelfstandig naamwoord) (to aim at),
task,noun,A2,görev (iş),,,
taste,noun,A2,tat,,zelfstandig naamwoord — zie ook taste (werkwoord) (the flavor of food),
taste,verb,A2,tatmak,,werkwoord — zie ook taste (zelfstandig naamwoord) (to sense the flavor of),
tax,noun,B1,vergi,,,
taxi,noun,A1,taksi,,,
taxpayer,noun,C1,vergi mükellefi,,,
tea,noun,A1,çay,,,
teach,verb,A1,öğretmek,,,
teacher,noun,A1,öğretmen,,,
teaching,noun,A2,öğretme (öğretmenlik),,,
team,noun,A1,takım,,,
tear,verb,B2,yırtmak,,werkwoord (yırtmak) — zie ook tear (gözyaşı) (to rip),
tear,noun,B2,gözyaşı,,zelfstandig naamwoord (gözyaşı) — zie ook tear (werkwoord) (a drop of liquid from the eye),
technical,adjective,B1,teknik,,,
technique,noun,B1,teknik (yöntem),,,
technological,adjective,B2,teknolojik,,,
technology,noun,A2,teknoloji,,,
teen,noun,B2,genç,,zelfstandig naamwoord — zie ook teen (bijvoeglijk) (a person aged 13 to 19),
teen,adjective,B2,genç,,bijvoeglijk naamwoord — zie ook teen (zelfstandig) (aged 13 to 19),
teenage,adjective,A2,ergen (gençlik çağı),,,
teenager,noun,A1,genç (ergen),,,
telephone,noun,A1,telefon,,,
television,noun,A1,televizyon,,,
tell,verb,A1,söylemek (anlatmak),,,
temperature,noun,A2,sıcaklık,,,
temple,noun,B2,tapınak,,"zelfstandig naamwoord (religieuze tempel) — zie ook temple (slaap, hoofd)",
temple,noun,C1,şakak,,"zelfstandig naamwoord (slaap, zijkant van het hoofd) — zie ook temple (tempel)",
temporarily,adverb,B2,geçici olarak,,,
temporary,adjective,B2,geçici,,,
tempt,verb,C1,ayartmak,cezbetmek,,
ten,number,A1,on,,,
tenant,noun,C1,kiracı,,,
tend,verb,B1,eğiliminde olmak,,,
tendency,noun,B2,eğilim,,,
tender,adjective,C1,hassas,yumuşak,,
tennis,noun,A1,tenis,,,
tension,noun,B2,gerginlik,gerilim,,
tent,noun,B1,çadır,,,
tenure,noun,C1,kadrolu görev süresi,,, 
term,noun,A2,dönem (terim),,"zelfstandig naamwoord — zie ook term (werkwoord) (a word/phrase, or a period of time)",
term,verb,B2,adlandırmak,,"werkwoord — zie ook term (zelfstandig naamwoord) (to call, name)",
terminal,noun,B2,terminal,,"zelfstandig naamwoord (eindstation, bv. busterminal/vliegveld) — zie ook terminal (dodelijk) (a building for departures/arrivals)",
terminal,adjective,C1,ölümcül,,"bijvoeglijk naamwoord (dodelijk, bv. terminale ziekte) — zie ook terminal (eindstation) (leading to death, final)",
terminate,verb,C1,sonlandırmak,,,
terms,noun,B2,şartlar,koşullar,,
terrain,noun,C1,arazi,,,
terrible,adjective,A1,korkunç (berbat),,,
terribly,adverb,B2,son derece,korkunç şekilde,,
terrific,adjective,C1,harika,,,
terrify,verb,B2,dehşete düşürmek,,,
territory,noun,B2,toprak (bölge),alan,,
terror,noun,B2,dehşet,,,
terrorism,noun,B2,terörizm,,,
terrorist,noun,B2,terörist,,,
test,noun,A1,test (sınav),,zelfstandig naamwoord — zie ook test (werkwoord) (a set of questions to check knowledge/ability),
test,verb,A1,test etmek,,werkwoord — zie ook test (zelfstandig naamwoord) (to check the knowledge/ability/quality of),
testify,verb,C1,tanıklık etmek,,,
testimony,noun,C1,tanıklık,ifade,,
testing,noun,B2,test etme,,,
text,noun,A1,metin,,zelfstandig naamwoord — zie ook text (werkwoord) (written words),
text,verb,A2,mesaj atmak,,werkwoord — zie ook text (zelfstandig naamwoord) (to send a written message by phone),
textbook,noun,B2,ders kitabı,,,
texture,noun,C1,doku,,,
than,conjunction,A1,-den (karşılaştırma),,,
thank,verb,A1,teşekkür etmek,,,
thankfully,adverb,C1,şükürler olsun ki,,,
thanks,exclamation,A1,teşekkürler,,,
that,determiner,A1,şu (o),,,
theater,noun,A1,tiyatro,,,
theatrical,adjective,C1,tiyatral,,,
theft,noun,B2,hırsızlık,,,
their,determiner,A1,onların,,,
theirs,pronoun,B1,onlarınki,,,
them,pronoun,A1,onları,,,
theme,noun,B1,tema (konu),,,
themselves,pronoun,A2,kendileri,,,
then,adverb,A1,sonra (o zaman),,,
theology,noun,C1,ilahiyat,teoloji,,
theoretical,adjective,C1,teorik,,,
theory,noun,B1,teori,,,
therapist,noun,B2,terapist,,,
therapy,noun,B2,terapi,,, 
there,adverb,A1,orada,,,
thereafter,adverb,C1,ondan sonra,,,
thereby,adverb,C1,böylece,,,
therefore,adverb,B1,bu nedenle,,,
thesis,noun,B2,tez,,,
they,pronoun,A1,onlar,,,
thick,adjective,A2,kalın,,,
thief,noun,A2,hırsız,,,
thin,adjective,A2,ince (zayıf),,,
thing,noun,A1,şey,,,
think,verb,A1,düşünmek,,,
thinking,noun,A2,düşünme,,,
third,number,A1,üçüncü,,,
thirsty,adjective,A1,susamış,,,
thirteen,number,A1,on üç,,,
thirty,number,A1,otuz,,,
this,determiner,A1,bu,,,
thorough,adjective,B2,kapsamlı (titiz),eksiksiz,,
thoroughly,adverb,B2,tamamen,,,
though,conjunction,B1,gerçi (rağmen),,,
thought,noun,A2,düşünce,,,
thought-provoking,adjective,C1,düşündürücü,,,
thoughtful,adjective,B2,düşünceli,,,
thousand,number,A1,bin,,,
thread,noun,C1,iplik,,zelfstandig naamwoord (naaigaren) — zie ook thread (forumdraad),
thread,noun,C1,konu,,zelfstandig naamwoord (forumdraad/discussieonderwerp online) — zie ook thread (garen),
threat,noun,B2,tehdit,,,
threaten,verb,B2,tehdit etmek,,,
three,number,A1,üç,,,
threshold,noun,C1,eşik,,,
thrilled,adjective,C1,heyecanlı,,,
thrive,verb,C1,gelişmek (başarılı olmak),,,
throat,noun,B1,boğaz,,,
through,preposition,A1,içinden (aracılığıyla),,,
throughout,preposition,B1,boyunca (her yerinde),,,
throw,verb,A2,fırlatmak (atmak),,,
thumb,noun,B2,başparmak,,,
thus,adverb,B2,böylece,,,
ticket,noun,A1,bilet,,,
tide,noun,C1,gelgit,,,
tie,verb,A2,bağlamak,,werkwoord — zie ook tie (zelfstandig naamwoord) (to fasten with string/rope),
tie,noun,A2,kravat,,zelfstandig naamwoord (stropdas) — zie ook tie (gelijkspel) (the strip of cloth worn around the neck),
tie,noun,B2,beraberlik,,zelfstandig naamwoord (gelijke stand/gelijkspel) — zie ook tie (stropdas) (the strip of cloth worn around the neck),
tight,adjective,B1,sıkı (dar),,,
tighten,verb,C1,sıkılaştırmak,,,
till,conjunction,B1,-e kadar,,,
timber,noun,C1,kereste,,,
time,noun,A1,zaman,,,
timely,adjective,C1,zamanında,,,
timing,noun,B2,zamanlama,,,
tiny,adjective,B1,minik (çok küçük),,,
tip,noun,A2,bahşiş,,zelfstandig naamwoord (fooi) — zie ook tip (tip/advies) (extra money given for service),
tip,noun,B1,ipucu,,zelfstandig naamwoord (advies/aanwijzing) — zie ook tip (fooi) (extra money given for service),
tip,verb,B1,bahşiş vermek,,werkwoord (fooi geven) — zie ook tip (omkantelen) (to give extra money for service),
tip,verb,B2,devirmek,,werkwoord (omkantelen/omvallen) — zie ook tip (fooi geven) (to give extra money for service),
tire,noun,B1,lastik (araç),,,
tired,adjective,A1,yorgun,,,
tissue,noun,B2,doku,,zelfstandig naamwoord (biologisch weefsel) — zie ook tissue (papieren zakdoek),
tissue,noun,B2,mendil,,zelfstandig naamwoord (papieren zakdoek) — zie ook tissue (weefsel),
title,noun,A1,başlık,,zelfstandig naamwoord (boek/document) — zie ook title (eretitel),
title,noun,A1,unvan,,zelfstandig naamwoord (eretitel) — zie ook title (boek/document),
to,preposition,A1,-e (yönelim),,,
tobacco,noun,C1,tütün,,,
today,adverb,A1,bugün,,,
toe,noun,B1,ayak parmağı,,,
together,adverb,A1,birlikte,,,
toilet,noun,A1,tuvalet,,,
